Parameter,Value,Error,,x_data,y_data,yerr_data,x_fit,y_fit,y_bg,gaussian_1,gaussian_2,gaussian_3
,,,,1.5,36.56133736,6.046597172,-0.21174311926605527,173.8559130123472,31.670519835543306,173.85586966653676,31.670563181353753,31.670519835543306
,,,,1.55,25.30142097,5.030051786,-0.2067889908256883,182.52317045572744,31.696792394398795,182.52311636263198,31.69684648749426,31.696792394398795
,,,,1.6,32.05179848,5.66143078,-0.20183486238532133,191.48962282922508,31.72296555084471,191.48955544240374,31.72303293766605,31.72296555084471
,,,,1.65,27.80454142,5.273001178,-0.19688073394495437,200.7470233790729,31.74903930488104,200.74693957858696,31.74912310536695,31.74903930488104
,,,,1.7,37.55781202,6.128442871,-0.1919266055045874,210.28537489004333,31.775013656507802,210.2852708605383,31.775117686012813,31.775013656507802
,,,,1.75,41.31125136,6.427382932,-0.18697247706422043,220.09288665588392,31.800888605724985,220.09275774043755,31.801017521171325,31.800888605724985
,,,,1.8,32.06480013,5.662578929,-0.18201834862385347,230.15594200932938,31.82666415253259,230.15578253462326,31.826823627238706,31.82666415253259
,,,,1.85,31.81845001,5.640784521,-0.1770642201834865,240.45907728879465,31.852340296930624,240.45888035643085,31.852537229294395,31.852340296930624
,,,,1.9,32.5722,5.707205971,-0.17211009174311953,250.98497305165213,31.877917038919076,250.98473028959646,31.878159800974746,31.877917038919076
,,,,1.95,34.32605,5.858843743,-0.16715596330275256,261.7144582637536,31.903394378497957,261.7141595309269,31.90369311132467,31.903394378497957
,,,,2.0,32.08,5.663920903,-0.1622018348623856,272.6265281019109,31.928772315667256,272.6261611378614,31.929139279716768,31.928772315667256
,,,,2.05,33.83405,5.816704393,-0.15724770642201863,283.6983759009431,31.95405085042698,283.69792591129783,31.954500840072285,31.95405085042698
,,,,2.1,34.5882,5.881173352,-0.15229357798165166,294.9054396603885,31.979229982777134,294.9048888273888,31.97978081577684,31.979229982777134
,,,,2.15,39.34245,6.272356017,-0.1473394495412847,306.22146339900513,32.004309712717706,306.2207903048648,32.004982806858045,32.004309712717706
,,,,2.2,30.0968,5.486055049,-0.14238532110091773,317.61857350890625,32.02929004024871,317.61775245797395,32.03011109118098,32.02929004024871
,,,,2.25,38.85125,6.233077089,-0.13743119266055076,329.06737011692,32.054170965370126,329.06637034066796,32.05517074162226,32.054170965370126
,,,,2.3,37.6058,6.132356806,-0.1324770642201838,340.53703331005295,32.07895248808197,340.53581803673137,32.080167761403615,32.07895248808197
,,,,2.35,31.36045,5.600040178,-0.12752293577981683,351.9954439264335,32.10363460838424,351.9939692948173,32.105109240000424,32.10363460838424
,,,,2.4,28.1152,5.302376826,-0.12256880733944986,363.40931845464104,32.128217326276925,363.40753224862755,32.13000353229046,32.128217326276925
,,,,2.45,32.87005,5.733240794,-0.11761467889908289,374.7443574248106,32.15270064176005,374.74219760270074,32.154860463869944,32.15270064176005
,,,,2.5,29.625,5.442885264,-0.11266055045871592,385.96540651636866,32.17708455483359,385.96279950546494,32.17969156573731,32.17708455483359
,,,,2.55,31.38005,5.601789893,-0.10770642201834896,397.0366294517906,32.20136906549755,397.0334881754606,32.20451034182755,32.20136906549755
,,,,2.6,30.1352,5.489553716,-0.10275229357798199,407.92169159549206,32.22555417375194,407.9179131960759,32.229332573168094,32.22555417375194
,,,,2.65,36.89045,6.0737509,-0.09779816513761502,418.58395303399476,32.24963987959675,418.57941625087443,32.25417666271706,32.24963987959675
,,,,2.7,30.6458,5.535864883,-0.09284403669724806,428.9866697799259,32.273626183031986,428.98123193772517,32.27906402523271,32.273626183031986
,,,,2.75,25.40125,5.039965278,-0.08788990825688109,439.0932016202513,32.29751308405765,439.08669517750656,32.304019526802406,32.29751308405765
,,,,2.8,31.1568,5.581827658,-0.08293577981651412,448.8672250203002,32.32130058267373,448.8594536240495,32.32907197892446,32.32130058267373
,,,,2.85,26.91245,5.18772108,-0.07798165137614715,458.27294940142474,32.344988678880235,458.2636833880255,32.354254692279504,32.344988678880235
,,,,2.9,34.6682,5.887970788,-0.07302752293578019,467.2753350331492,32.368577372677166,467.26430631028563,32.379606095540694,32.368577372677166
,,,,2.95,18.42405,4.292324545,-0.06807339449541322,475.84031072182154,32.39206666406452,475.82720696114194,32.40517042474414,32.39206666406452
,,,,3.0,29.18,5.401851534,-0.06311926605504625,483.93498943829746,32.4154565530423,483.9194475024772,32.430998488862535,32.4154565530423
,,,,3.05,18.93605,4.351557193,-0.058165137614679285,491.5278800079816,32.4387470396105,491.5094785303091,32.457148517282995,32.4387470396105
,,,,3.1,27.6922,5.262337883,-0.05321100917431232,498.5890929883335,32.46193812376912,498.5673440172305,32.48368709487217,32.46193812376912
,,,,3.15,30.44845,5.518011417,-0.04825688073394535,505.09053888207563,32.48502980551817,505.06487849738977,32.510690190204016,32.48502980551817
,,,,3.2,34.2048,5.848486984,-0.043302752293578384,511.0061168789321,32.50802208485764,510.9758946814776,32.538244282312185,32.50802208485764
,,,,3.25,30.96125,5.564283422,-0.03834862385321142,516.3118923845622,32.530914961787545,516.2763597553546,32.56644759099502,32.530914961787545
,,,,3.3,28.7178,5.358899141,-0.03339449541284445,520.9862616819005,32.553708436307865,520.9445587029783,32.59541141523,32.553708436307865
,,,,3.35,28.47445,5.336145613,-0.028440366972477482,525.0101021765728,32.5764025084186,524.9612431013622,32.625261583629126,32.5764025084186
,,,,3.4,27.2312,5.21835223,-0.023486238532110515,528.3669068032813,32.598997178119774,528.3097639613304,32.656140020070545,32.598997178119774
,,,,3.45,25.98805,5.097847585,-0.018532110091743548,531.0429013126558,32.62149244541137,530.9761873314087,32.68820642665845,32.62149244541137
,,,,3.5,30.745,5.5448174,-0.01357798165137658,533.0271433163858,32.643888310293384,532.9493915417023,32.72164008497683,32.643888310293384
,,,,3.55,16.50205,4.062271532,-0.008623853211009613,534.3116021405575,32.666184772765824,534.2211451381256,32.75664177519766,32.666184772765824
,,,,3.6,20.2592,4.501022106,-0.003669724770642646,534.8912187209297,32.68838183282869,534.7861647427895,32.793435810968795,32.68838183282869
,,,,3.65,16.01645,4.002055722,0.001284403669724321,534.7639449670688,32.71047949048197,534.6421522714223,32.83227218612844,32.71047949048197
,,,,3.7,26.7738,5.174340538,0.006238532110091288,533.9307622223973,32.73247774572569,533.7898111409582,32.873428827164766,32.73247774572569
,,,,3.75,31.53125,5.615269361,0.011192660550458255,532.3956786517376,32.754376598559816,532.2328413073426,32.91721394295488,32.754376598559816
,,,,3.8,15.2888,3.910089513,0.016146788990825223,530.165705594228,32.77617604898438,529.9779131825351,32.96396846067725,32.77617604898438
,,,,3.85,14.04645,3.747859389,0.02110091743119219,527.2508131249135,32.79787609699936,527.034620688015,33.014068533897735,32.79787609699936
,,,,3.9,18.8042,4.33638098,0.026055045871559157,523.6638652702329,32.81947674260476,523.4154139071443,33.06792810569333,32.81947674260476
,,,,3.95,27.56205,5.249957143,0.031009174311926124,519.420535518457,32.8409779858006,519.1355119979459,33.12600150631157,32.8409779858006
,,,,4.0,19.32,4.395452195,0.03596330275229309,514.5392034534185,32.86237982658685,514.2127972187136,33.18878606129166,32.86237982658685
,,,,4.05,20.07805,4.480853713,0.04091743119266006,509.0408335162496,32.88368226496353,508.6676910989895,33.25682468222368,32.88368226496353
,,,,4.1,18.8362,4.340069124,0.045871559633027026,502.94883706315665,32.90488530093063,502.52301395565695,33.33070840843035,32.90488530093063
,,,,4.15,20.59445,4.53811084,0.05082568807339399,496.28891903553887,32.92598893448815,495.8038291061579,33.41107886386915,32.92598893448815
,,,,4.2,10.3528,3.217576728,0.05577981651376096,489.0889106902765,32.9469931656361,488.5372732663915,33.49863058952116,32.9469931656361
,,,,4.25,17.11125,4.13657467,0.06073394495412793,481.3785899513057,32.96789799437448,480.7523747381589,33.59411320752126,32.96789799437448
,,,,4.3,11.8698,3.44525761,0.0656880733944949,473.1894910374739,32.98870342070327,472.4798610888168,33.69833336936036,32.98870342070327
,,,,4.35,24.62845,4.962705915,0.07064220183486186,464.55470509525117,33.00940944462249,463.7519581031394,33.81215643673421,33.00940944462249
,,,,4.4,13.3872,3.658852279,0.07559633027522883,455.50867361756684,33.03001606613214,454.60218184358985,33.93650784010911,33.03001606613214
,,,,4.45,17.14605,4.140778912,0.0805504587155958,446.0869764615984,33.0505232852322,445.06512568991167,34.07237405691899,33.0505232852322
,,,,4.5,20.905,4.572198596,0.08550458715596276,436.32611628878533,33.070931101922696,435.1762442421118,34.220803148596204,33.070931101922696
,,,,4.55,9.66405,3.108705518,0.09045871559632973,426.26330124004596,33.091239516203615,424.97163596277187,34.382904793477714,33.091239516203615
,,,,4.6,26.4232,5.140350183,0.0954128440366967,415.9362276287784,33.11144852807495,414.4878264057284,34.55984975112494,33.11144852807495
,,,,4.65,14.18245,3.765959373,0.10036697247706361,405.3828643846534,33.13155813753671,403.7615538293305,34.75286869285955,33.13155813753671
,,,,4.7,11.9418,3.455690958,0.10532110091743063,394.6412409136524,33.1515683445889,392.829558924784,34.9632503334573,33.1515683445889
,,,,4.75,18.70125,4.32449419,0.11027522935779766,383.74923995568594,33.17147914923151,381.72838030485246,35.19233880006498,33.17147914923151
,,,,4.8,19.4608,4.411439674,0.11522935779816457,372.7443969220575,33.19129055146455,370.4941572969098,35.44153017661224,33.19129055146455
,,,,4.85,20.22045,4.496715468,0.12018348623853148,361.66370708284813,33.211002551288,359.16244146876215,35.71226816537396,33.211002551288
,,,,4.9,11.9802,3.461242551,0.1251376146788985,350.5434418508943,33.23061514870189,347.76801818761254,36.006038811983615,33.23061514870189
,,,,4.95,15.74005,3.967373186,0.13009174311926552,339.4189752764824,33.250128343706194,336.3447393740168,36.324364246171776,33.250128343706194
,,,,5.0,0.0,1.0,0.13504587155963244,328.3246217272894,33.26954213630092,324.92536846572966,36.66879539786074,33.26954213630092
,,,,,,,0.13999999999999935,317.293485583616,33.28885652648607,313.5414384530844,37.040903657017665,33.28885652648608
,,,,,,,0.14495412844036637,306.35732363171127,33.30807151426165,302.2231236901061,37.4422714558668,33.308071514261655
,,,,,,,0.1499082568807334,295.5464206900781,33.32718709962765,290.9991260260343,37.874481763671525,33.32718709962766
,,,,,,,0.1548623853211003,284.8894788570999,33.34620328258407,279.8965756424073,38.3391064972767,33.346203282584085
,,,,,,,0.15981651376146722,274.41352062504876,33.365120063130924,268.940946823299,38.83769386488065,33.365120063130945
,,,,,,,0.16477064220183424,264.1438059673121,33.383937441268195,258.1559887326003,39.37175467597998,33.38393744126822
,,,,,,,0.16972477064220126,254.1037633741045,33.40265541699589,247.56367112413406,39.94274766696628,33.402655416995934
,,,,,,,0.17467889908256817,244.31493468846674,33.421273990314006,237.18414476950005,40.552063909280626,33.42127399031407
,,,,,,,0.17963302752293508,234.79693348022087,33.43979316122255,227.0357162562914,41.20101038515193,33.43979316122265
,,,,,,,0.1845871559633021,225.56741659175458,33.458212929721526,217.1348366869533,41.89079283452267,33.45821292972167
,,,,,,,0.18954128440366913,216.64206839685994,33.47653329581092,207.4961036971301,42.622497995540556,33.47653329581113
,,,,,,,0.19449541284403604,208.03459723289777,33.494754259490726,198.13227611271503,43.39707537967313,33.49475425949104
,,,,,,,0.19944954128440295,199.75674339765808,33.51287582076097,189.05430047764736,44.21531874077124,33.51287582076143
,,,,,,,0.20440366972476998,191.81829804553024,33.53089797962163,180.27134861022196,45.07784741492922,33.53089797962231
,,,,,,,0.209357798165137,184.2271322728953,33.54882073607272,171.79086528455161,45.985087724415415,33.548820736073715
,,,,,,,0.2143119266055039,176.9892356496946,33.566644090114224,163.61862508589465,46.93725465391269,33.56664409011568
,,,,,,,0.21926605504587082,170.10876343242688,33.58436804174616,155.7587974537171,47.934334020453804,33.58436804174829
,,,,,,,0.22422018348623785,163.58809168271603,33.60199259096852,148.21401890428365,48.97606536939777,33.601992590971626
,,,,,,,0.22917431192660487,157.4278795142582,33.619517737781294,140.98547141481095,50.06192583722408,33.61951773778581
,,,,,,,0.23412844036697178,151.62713769848568,33.6369434821845,134.07296595317345,51.191115227490194,33.636943482191036
,,,,,,,0.2390825688073387,146.18330287463613,33.65426982417814,127.47503015010352,52.362542548701285,33.654269824187594
,,,,,,,0.24403669724770571,141.0923166319903,33.671496763762185,121.18899913392555,53.574814261813266,33.671496763775835
,,,,,,,0.24899082568807274,136.34870875970245,33.68862430093666,115.21110858021463,54.82622448040483,33.68862430095631
,,,,,,,0.25394495412843965,131.94568399172823,33.70565243570156,109.53658906936316,56.11474735803841,33.70565243572979
,,,,,,,0.25889908256880656,127.87521160970691,33.72258116805689,104.15976089285782,57.438031884865524,33.722581168097335
,,,,,,,0.2638532110091736,124.12811730415709,33.739410498002634,99.07412850303406,58.79339929906783,33.73941049806045
,,,,,,,0.2688073394495406,120.694176732936,33.7561404255388,94.27247386011673,60.17784329827559,33.75614042562127
,,,,,,,0.2737614678899075,117.56221025460555,33.772770950665404,89.74694799339473,61.588033211758884,33.772770950782736
,,,,,,,0.27871559633027443,114.72017835226029,33.78930207338242,85.48916015936766,63.02032026610852,33.78930207354898
,,,,,,,0.28366972477064145,112.15527729971856,33.80573379368986,81.4902640476203,64.47074704555226,33.80573379392575
,,,,,,,0.2886238532110085,109.85403465610835,33.82206611158773,77.74104055405603,65.93506021330678,33.822066111920996
,,,,,,,0.2935779816513754,107.80240420627408,33.83829902707602,74.23197671004476,67.40872652283558,33.83829902754578
,,,,,,,0.2985321100917423,105.98585999270546,33.85443254015474,70.95334042416779,68.88695210803179,33.85443254081535
,,,,,,,0.3034862385321093,104.38948910960133,33.87046665082387,67.89525075980137,70.36470499969701,33.87046665175069
,,,,,,,0.30844036697247634,102.99808295112902,33.886401359083436,65.04774353608482,71.8367407728304,33.88640136038068
,,,,,,,0.31339449541284325,101.79622662395158,33.90223666493342,62.40083210126563,73.2976311858079,33.90223666674489
,,,,,,,0.31834862385321017,100.76838624883118,33.917972568373834,59.94456318548693,74.74179562919444,33.91797257089745
,,,,,,,0.3233027522935772,99.89899388784255,33.93360906940466,57.66906779434911,76.16353515939062,33.93360907291214
,,,,,,,0.3282568807339442,99.17252984282842,33.94914616802592,55.56460715470165,77.55706885128922,33.94914617288941
,,,,,,,0.3332110091743111,98.5736020776483,33.9645838642376,53.621613769839485,78.91657216531847,33.96458387096554
,,,,,,,0.33816513761467804,98.08702252205288,33.979922158039706,51.830727682421035,80.2362169883862,33.979922167325036
,,,,,,,0.34311926605504506,97.6978800192283,33.995161049432234,50.182828079888075,81.51021297598768,33.99516106221701
,,,,,,,0.3480733944954121,97.39160968281112,34.01030053841519,48.66906040892524,82.73284979473922,34.01030055597704
,,,,,,,0.353027522935779,97.15405843309904,34.025340624988566,47.280859192589624,83.8985398414306,34.02534064905593
,,,,,,,0.3579816513761459,96.97154648688121,34.04028130915236,46.0099667662631,85.00186099686503,34.040281342057796
,,,,,,,0.3629357798165129,96.83092458137378,34.055122590906585,44.848448166684065,86.03759896071269,34.0551226357902
,,,,,,,0.36788990825687995,96.71962672070927,34.06986447025123,43.78870242219463,87.00078870768726,34.069864531329834
,,,,,,,0.37284403669724686,96.62571824377025,34.084506947186306,42.82347050222976,87.8867546058045,34.08450703010861
,,,,,,,0.3777981651376138,96.5379390252813,34.0990500217118,41.945840190240155,88.69114874443873,34.09905013402601
,,,,,,,0.3827522935779808,96.44574163829179,34.11349369382772,41.14924814696906,89.40998703338285,34.11349384559532
,,,,,,,0.3877064220183478,96.33932432571466,34.12783796353406,40.42747943060254,90.03968265404673,34.127838168133515
,,,,,,,0.39266055045871473,96.20965865154443,34.14208283083083,39.774664737101325,90.57707647009771,34.14208310600705
,,,,,,,0.39761467889908164,96.04851172876798,34.156228295718016,39.18527561832161,91.01946403693323,34.15622866494919
,,,,,,,0.40256880733944866,95.84846295070237,34.170274358195634,38.654117927669525,91.36461888695551,34.1702748524686
,,,,,,,0.4075229357798157,95.60291518533163,34.18422101826367,38.17632373332439,91.6108118101608,34.18422167837379
,,,,,,,0.4124770642201826,95.30610042786317,34.19806827592213,37.747341927823996,91.75682589643881,34.198069155444635
,,,,,,,0.4174311926605495,94.95307994477278,34.21181613117101,37.362927750326065,91.80196715649917,34.211817300289574
,,,,,,,0.42238532110091653,94.539738982569,34.225464584010325,37.01913142442818,91.74607059172462,34.22546613443686
,,,,,,,0.42733944954128356,94.0627761558174,34.23901363444006,36.71228610030784,91.58950163867001,34.23901568571967
,,,,,,,0.43229357798165047,93.51968767100186,34.25246328246021,36.43899527537991,91.33315297051296,34.25246599002942
,,,,,,,0.4372477064220174,92.9087465848996,34.265813528070794,36.196119852885005,90.97843669462756,34.26581709352864
,,,,,,,0.4422018348623844,92.22897733761272,34.2790643712718,35.980764983019164,90.5272720417015,34.27906905543566
,,,,,,,0.4471559633027514,91.48012584053306,34.29221581206323,35.7902668165737,89.98206869656664,34.29222195151918
,,,,,,,0.45211009174311834,90.66262543761738,34.30526785044508,35.62217928672858,89.34570597330865,34.305275878470326
,,,,,,,0.45706422018348525,89.77755909374517,34.31822048641735,35.4742610207687,88.62150808645404,34.318230959357145
,,,,,,,0.46201834862385227,88.82661819598431,34.331073719980054,35.344462470181035,87.81321581535454,34.33108735040884
,,,,,,,0.4669724770642193,87.81205838172002,34.34382755113318,35.230913334934975,86.92495489962184,34.34384524942958
,,,,,,,0.4719266055045862,86.73665283129276,34.356481979876726,35.131910345818326,85.96120153902616,34.356504906201714
,,,,,,,0.4768807339449531,85.60364348160786,34.3690370062107,35.04590545755304,84.92674540116555,34.36906663531066
,,,,,,,0.48183486238532014,84.41669063077262,34.38149263013509,34.97149449508294,83.82665056405276,34.381530831907114
,,,,,,,0.48678899082568716,83.17982141193502,34.39384885164991,34.90740628593352,82.6662148382805,34.39389799102082
,,,,,,,0.4917431192660541,81.89737761698822,34.40610567075515,34.85249230289736,81.45092792444756,34.4061687311536
,,,,,,,0.496697247706421,80.57396334762203,34.41826308745082,34.80571683349547,80.18642886601715,34.41834382301104
,,,,,,,0.501651376146788,79.21439296239669,34.43032110173691,34.76614768568766,78.87846325579936,34.43042422438348
,,,,,,,0.506605504587155,77.82363977424657,34.44227971361342,34.732947433132644,77.53284064598104,34.44241112235973
,,,,,,,0.5115596330275219,76.40678593334277,34.45413892308036,34.705365197896505,76.15539259735297,34.454305984254
,,,,,,,0.5165137614678889,74.96897390589896,34.46589873013772,34.68272896384234,74.75193178348349,34.46611061884856
,,,,,,,0.5214678899082559,73.51535993072042,34.47755913478551,34.66443840995907,73.32821254052713,34.47782724980524
,,,,,,,0.5264220183486229,72.0510698025673,34.48912013702371,34.64995824956009,71.88989322367685,34.48945860337777
,,,,,,,0.5313761467889898,70.58115729529136,34.50058173685235,34.63881205855395,70.44250069757472,34.5010080128674
,,,,,,,0.5363302752293567,69.11056549881236,34.5119439342714,34.63057657380948,68.99139725094064,34.51247954260505
,,,,,,,0.5412844036697237,67.64409130297074,34.523206729280886,34.624876440958786,67.54175018595664,34.523878134617064
,,,,,,,0.5462385321100908,66.18635321878243,34.534370121880784,34.62137938975161,66.09850429125694,34.53520978153544
,,,,,,,0.5511926605504577,64.74176268430406,34.54543411207111,34.619791814247165,64.66635736445109,34.54648172974804
,,,,,,,0.5561467889908246,63.314498958849555,34.55639869985186,34.61985473465641,63.24973890665161,34.55770271724526
,,,,,,,0.5611009174311916,61.90848766632827,34.56726388522304,34.62134011748513,61.85279206818417,34.568883251105035
,,,,,,,0.5660550458715586,60.52738300660862,34.578029668184634,34.624047530732156,60.47935888218638,34.58003593005935
,,,,,,,0.5710091743119255,59.17455361362234,34.58869604873666,34.62780111122908,59.13296878176732,34.59117581809925
,,,,,,,0.5759633027522925,57.85307200092676,34.59926302687911,34.63244682173018,57.81683035736741,34.602320875587395
,,,,,,,0.5809174311926595,56.565707500096735,34.609730602611975,34.637849976039405,56.53382627443098,34.61349245485032
,,,,,,,0.5858715596330265,55.31492256500907,34.62009877593527,34.64389301126539,55.28651123791611,34.62471586769811
,,,,,,,0.5908256880733934,54.10287228613339,34.63036754684899,34.65047348719551,54.077112859882604,34.63602103275325
,,,,,,,0.5957798165137603,52.93140693359523,34.64053691535313,34.65750229375308,52.90753525970815,34.64744321084026
,,,,,,,0.6007339449541272,51.802077326194194,34.65060688144769,34.664902048523544,51.77936520359405,34.65902383697198
,,,,,,,0.6056880733944944,50.71614280583468,34.66057744513268,34.67260566738776,50.6938805710729,34.67081145763939
,,,,,,,0.6106422018348613,49.6745815829713,34.6704486064081,34.68055509236571,49.65206092128111,34.682862782140674
,,,,,,,0.6155963302752282,48.678103208626695,34.68022036527394,34.6887001618379,48.654599920796514,34.695243856540145
,,,,,,,0.6205504587155953,47.72716292218671,34.689892721730196,34.69699760936205,47.701919387792785,34.708031368492264
,,,,,,,0.6255045871559622,46.82197762132148,34.69946567577688,34.705410178329316,46.79418470398123,34.72131409056469
,,,,,,,0.6304587155963292,45.96254320078828,34.70893922741399,34.71390584069938,45.93132134610972,34.73519446880717
,,,,,,,0.6354128440366961,45.14865301025088,34.71831337664152,34.7224571090098,45.113032292423235,34.74979036210089
,,,,,,,0.640366972477063,44.37991718727335,34.727588123459476,34.73104043176897,44.3388160661773,34.765236936246026
,,,,,,,0.6453211009174301,43.65578262996007,34.73676346786785,34.73963566320763,43.60798518772352,34.78168871476463
,,,,,,,0.650275229357797,42.9755533839408,34.74583940986666,34.74822559918184,42.91968481851583,34.799321785976446
,,,,,,,0.6552293577981639,42.33841123014989,34.75481594945588,34.75679557178622,42.27291139426124,34.81833616301418
,,,,,,,0.6601834862385311,41.7434362727388,34.763693086635534,34.765333095952364,41.66653106000157,34.838958290055935
,,,,,,,0.665137614678898,41.18962734010048,34.77247082140561,34.773827561971345,41.09929773679277,34.86144368414759
,,,,,,,0.6700917431192649,40.6759220260147,34.781149153766115,34.78226996849448,40.56987066749471,34.88607969755775
,,,,,,,0.6750458715596318,40.201216211998954,34.78972808371703,34.79065269113221,40.07683130764638,34.913188380654425
